OMRÅDE;CIVILSTAND;TID;INDHOLD
Haderslev;Widowed;2009Q2;3646
Haderslev;Widowed;2009Q3;3638
Haderslev;Widowed;2009Q4;3615
Haderslev;Widowed;2010Q1;3582
Haderslev;Widowed;2010Q2;3580
Haderslev;Widowed;2010Q3;3564
Haderslev;Widowed;2010Q4;3564
Haderslev;Widowed;2011Q1;3544
Haderslev;Widowed;2011Q2;3530
Haderslev;Widowed;2011Q3;3524
Haderslev;Widowed;2011Q4;3523
Haderslev;Widowed;2012Q1;3532
Haderslev;Widowed;2012Q2;3541
Haderslev;Widowed;2012Q3;3532
Haderslev;Widowed;2012Q4;3519
Haderslev;Widowed;2013Q1;3497
Haderslev;Widowed;2013Q2;3485
Haderslev;Widowed;2013Q3;3469
Haderslev;Widowed;2013Q4;3451
Haderslev;Widowed;2014Q1;3454
Haderslev;Widowed;2014Q2;3444
Haderslev;Widowed;2014Q3;3440
Haderslev;Widowed;2014Q4;3430
Haderslev;Widowed;2015Q1;3417
Haderslev;Widowed;2015Q2;3411
Haderslev;Widowed;2015Q3;3406
Haderslev;Widowed;2015Q4;3384
Haderslev;Widowed;2016Q1;3384
Haderslev;Widowed;2016Q2;3370
Haderslev;Widowed;2016Q3;3361
Haderslev;Widowed;2016Q4;3366
Haderslev;Widowed;2017Q1;3354
Haderslev;Widowed;2017Q2;3341
Haderslev;Widowed;2017Q3;3327
Haderslev;Widowed;2017Q4;3320
Haderslev;Widowed;2018Q1;3323
Haderslev;Widowed;2018Q2;3338
Haderslev;Widowed;2018Q3;3324
Haderslev;Widowed;2018Q4;3327
Haderslev;Widowed;2019Q1;3327
Haderslev;Widowed;2019Q2;3349
Haderslev;Widowed;2019Q3;3334
Haderslev;Widowed;2019Q4;3334
Haderslev;Widowed;2020Q1;3328
Haderslev;Widowed;2020Q2;3321
Haderslev;Widowed;2020Q3;3325
Haderslev;Widowed;2020Q4;3314
Haderslev;Widowed;2021Q1;3295
Haderslev;Widowed;2021Q2;3278
Haderslev;Widowed;2021Q3;3289
Haderslev;Widowed;2021Q4;3285
Haderslev;Widowed;2022Q1;3279
Haderslev;Divorced;2008Q1;4079
Haderslev;Divorced;2008Q2;4115
Haderslev;Divorced;2008Q3;4172
Haderslev;Divorced;2008Q4;4192
Haderslev;Divorced;2009Q1;4243
Haderslev;Divorced;2009Q2;4306
Haderslev;Divorced;2009Q3;4326
Haderslev;Divorced;2009Q4;4292
Haderslev;Divorced;2010Q1;4325
Haderslev;Divorced;2010Q2;4372
Haderslev;Divorced;2010Q3;4400
Haderslev;Divorced;2010Q4;4435
Haderslev;Divorced;2011Q1;4473
Haderslev;Divorced;2011Q2;4489
Haderslev;Divorced;2011Q3;4489
Haderslev;Divorced;2011Q4;4502
Haderslev;Divorced;2012Q1;4540
Haderslev;Divorced;2012Q2;4595
Haderslev;Divorced;2012Q3;4613
Haderslev;Divorced;2012Q4;4624
Haderslev;Divorced;2013Q1;4658
Haderslev;Divorced;2013Q2;4716
Haderslev;Divorced;2013Q3;4748
Haderslev;Divorced;2013Q4;4782
Haderslev;Divorced;2014Q1;4864
Haderslev;Divorced;2014Q2;4932
Haderslev;Divorced;2014Q3;4964
Haderslev;Divorced;2014Q4;5009
Haderslev;Divorced;2015Q1;5043
Haderslev;Divorced;2015Q2;5081
Haderslev;Divorced;2015Q3;5128
Haderslev;Divorced;2015Q4;5159
Haderslev;Divorced;2016Q1;5219
Haderslev;Divorced;2016Q2;5250
Haderslev;Divorced;2016Q3;5282
Haderslev;Divorced;2016Q4;5275
Haderslev;Divorced;2017Q1;5327
Haderslev;Divorced;2017Q2;5379
Haderslev;Divorced;2017Q3;5377
Haderslev;Divorced;2017Q4;5378
Haderslev;Divorced;2018Q1;5404
Haderslev;Divorced;2018Q2;5415
Haderslev;Divorced;2018Q3;5441
Haderslev;Divorced;2018Q4;5421
Haderslev;Divorced;2019Q1;5478
Haderslev;Divorced;2019Q2;5488
Haderslev;Divorced;2019Q3;5452
Haderslev;Divorced;2019Q4;5443
Haderslev;Divorced;2020Q1;5462
Haderslev;Divorced;2020Q2;5491
Haderslev;Divorced;2020Q3;5535
Haderslev;Divorced;2020Q4;5570
Haderslev;Divorced;2021Q1;5575
Haderslev;Divorced;2021Q2;5601
Haderslev;Divorced;2021Q3;5609
Haderslev;Divorced;2021Q4;5642
Haderslev;Divorced;2022Q1;5687
Kolding;Never married;2008Q1;41297
Kolding;Never married;2008Q2;41512
Kolding;Never married;2008Q3;41522
Kolding;Never married;2008Q4;41518
Kolding;Never married;2009Q1;41687
Kolding;Never married;2009Q2;41852
Kolding;Never married;2009Q3;41830
Kolding;Never married;2009Q4;41822
Kolding;Never married;2010Q1;41951
Kolding;Never married;2010Q2;42105
Kolding;Never married;2010Q3;41962
Kolding;Never married;2010Q4;41889
Kolding;Never married;2011Q1;41987
Kolding;Never married;2011Q2;42066
Kolding;Never married;2011Q3;42047
Kolding;Never married;2011Q4;42083
Kolding;Never married;2012Q1;42167
Kolding;Never married;2012Q2;42345
Kolding;Never married;2012Q3;42271
Kolding;Never married;2012Q4;42187
Kolding;Never married;2013Q1;42288
Kolding;Never married;2013Q2;42439
Kolding;Never married;2013Q3;42471
Kolding;Never married;2013Q4;42669
Kolding;Never married;2014Q1;42838
Kolding;Never married;2014Q2;43024
Kolding;Never married;2014Q3;43032
Kolding;Never married;2014Q4;43202
Kolding;Never married;2015Q1;43375
Kolding;Never married;2015Q2;43652
Kolding;Never married;2015Q3;43522
Kolding;Never married;2015Q4;43980
Kolding;Never married;2016Q1;44136
Kolding;Never married;2016Q2;44263
Kolding;Never married;2016Q3;44125
Kolding;Never married;2016Q4;44515
Kolding;Never married;2017Q1;44521
Kolding;Never married;2017Q2;44684
Kolding;Never married;2017Q3;44623
Kolding;Never married;2017Q4;44541
Kolding;Never married;2018Q1;44637
Kolding;Never married;2018Q2;44719
Kolding;Never married;2018Q3;44700
Kolding;Never married;2018Q4;44672
Kolding;Never married;2019Q1;44775
Kolding;Never married;2019Q2;44939
Kolding;Never married;2019Q3;44962
Kolding;Never married;2019Q4;45033
Kolding;Never married;2020Q1;44898
Kolding;Never married;2020Q2;45042
Kolding;Never married;2020Q3;44969
Kolding;Never married;2020Q4;44962
Kolding;Never married;2021Q1;45012
Kolding;Never married;2021Q2;45098
Kolding;Never married;2021Q3;45078
Kolding;Never married;2021Q4;45224
Kolding;Never married;2022Q1;45457
Kolding;Married/separated;2008Q1;35243
Kolding;Married/separated;2008Q2;35236
Kolding;Married/separated;2008Q3;35310
Kolding;Married/separated;2008Q4;35545
Kolding;Married/separated;2009Q1;35528
Kolding;Married/separated;2009Q2;35441
Kolding;Married/separated;2009Q3;35550
Kolding;Married/separated;2009Q4;35794
Kolding;Married/separated;2010Q1;35719
Kolding;Married/separated;2010Q2;35621
Kolding;Married/separated;2010Q3;35645
Kolding;Married/separated;2010Q4;35796
Kolding;Married/separated;2011Q1;35773
Kolding;Married/separated;2011Q2;35588
Kolding;Married/separated;2011Q3;35678
Kolding;Married/separated;2011Q4;35775
Kolding;Married/separated;2012Q1;35692
Kolding;Married/separated;2012Q2;35601
Kolding;Married/separated;2012Q3;35537
Kolding;Married/separated;2012Q4;35683
Kolding;Married/separated;2013Q1;35589
Kolding;Married/separated;2013Q2;35409
Kolding;Married/separated;2013Q3;35356
Kolding;Married/separated;2013Q4;35475
Kolding;Married/separated;2014Q1;35289
Kolding;Married/separated;2014Q2;35176
Kolding;Married/separated;2014Q3;35075
Kolding;Married/separated;2014Q4;35195
Kolding;Married/separated;2015Q1;35111
Kolding;Married/separated;2015Q2;35019
Kolding;Married/separated;2015Q3;35012
Kolding;Married/separated;2015Q4;35082
Kolding;Married/separated;2016Q1;35011
Kolding;Married/separated;2016Q2;34924
Kolding;Married/separated;2016Q3;34935
Kolding;Married/separated;2016Q4;35115
Kolding;Married/separated;2017Q1;34980
Kolding;Married/separated;2017Q2;34914
Kolding;Married/separated;2017Q3;34978
Kolding;Married/separated;2017Q4;35144
Kolding;Married/separated;2018Q1;35027
Kolding;Married/separated;2018Q2;34907
Kolding;Married/separated;2018Q3;34985
Kolding;Married/separated;2018Q4;35059
Kolding;Married/separated;2019Q1;35073
Kolding;Married/separated;2019Q2;34985
Kolding;Married/separated;2019Q3;35061
Kolding;Married/separated;2019Q4;35246
Kolding;Married/separated;2020Q1;35262
Kolding;Married/separated;2020Q2;35110
Kolding;Married/separated;2020Q3;34954
Kolding;Married/separated;2020Q4;35061
Kolding;Married/separated;2021Q1;35039
Kolding;Married/separated;2021Q2;34841
Kolding;Married/separated;2021Q3;34785
Kolding;Married/separated;2021Q4;34895
Kolding;Married/separated;2022Q1;34816
Kolding;Widowed;2008Q1;4849
Kolding;Widowed;2008Q2;4806
Kolding;Widowed;2008Q3;4805
Kolding;Widowed;2008Q4;4787
Kolding;Widowed;2009Q1;4792
Kolding;Widowed;2009Q2;4804
Kolding;Widowed;2009Q3;4791
Kolding;Widowed;2009Q4;4759
Kolding;Widowed;2010Q1;4741
Kolding;Widowed;2010Q2;4727
Kolding;Widowed;2010Q3;4711
Kolding;Widowed;2010Q4;4685
Kolding;Widowed;2011Q1;4647
Kolding;Widowed;2011Q2;4639
Kolding;Widowed;2011Q3;4640
Kolding;Widowed;2011Q4;4629
Kolding;Widowed;2012Q1;4607
Kolding;Widowed;2012Q2;4599
Kolding;Widowed;2012Q3;4604
Kolding;Widowed;2012Q4;4601
Kolding;Widowed;2013Q1;4592
Kolding;Widowed;2013Q2;4574
Kolding;Widowed;2013Q3;4572
Kolding;Widowed;2013Q4;4569
Kolding;Widowed;2014Q1;4561
Kolding;Widowed;2014Q2;4561
Kolding;Widowed;2014Q3;4571
Kolding;Widowed;2014Q4;4568
Kolding;Widowed;2015Q1;4555
Kolding;Widowed;2015Q2;4549
Kolding;Widowed;2015Q3;4539
Kolding;Widowed;2015Q4;4552
Kolding;Widowed;2016Q1;4543
Kolding;Widowed;2016Q2;4541
Kolding;Widowed;2016Q3;4516
Kolding;Widowed;2016Q4;4514
Kolding;Widowed;2017Q1;4506
Kolding;Widowed;2017Q2;4473
Kolding;Widowed;2017Q3;4460
Kolding;Widowed;2017Q4;4458
Kolding;Widowed;2018Q1;4458
Kolding;Widowed;2018Q2;4475
Kolding;Widowed;2018Q3;4448
Kolding;Widowed;2018Q4;4452
Kolding;Widowed;2019Q1;4450
Kolding;Widowed;2019Q2;4448
Kolding;Widowed;2019Q3;4444
Kolding;Widowed;2019Q4;4413
Kolding;Widowed;2020Q1;4414
Kolding;Widowed;2020Q2;4388
Kolding;Widowed;2020Q3;4377
Kolding;Widowed;2020Q4;4373
Kolding;Widowed;2021Q1;4374
Kolding;Widowed;2021Q2;4376
Kolding;Widowed;2021Q3;4368
Kolding;Widowed;2021Q4;4337
Kolding;Widowed;2022Q1;4347
Kolding;Divorced;2008Q1;6392
Kolding;Divorced;2008Q2;6442
Kolding;Divorced;2008Q3;6470
Kolding;Divorced;2008Q4;6482
Kolding;Divorced;2009Q1;6512
Kolding;Divorced;2009Q2;6554
Kolding;Divorced;2009Q3;6590
Kolding;Divorced;2009Q4;6586
Kolding;Divorced;2010Q1;6660
Kolding;Divorced;2010Q2;6707
Kolding;Divorced;2010Q3;6758
Kolding;Divorced;2010Q4;6747
Kolding;Divorced;2011Q1;6803
Kolding;Divorced;2011Q2;6892
Kolding;Divorced;2011Q3;6908
Kolding;Divorced;2011Q4;6925
Kolding;Divorced;2012Q1;6946
Kolding;Divorced;2012Q2;6978
Kolding;Divorced;2012Q3;6992
Kolding;Divorced;2012Q4;7013
Kolding;Divorced;2013Q1;7087
Kolding;Divorced;2013Q2;7137
Kolding;Divorced;2013Q3;7225
Kolding;Divorced;2013Q4;7247
Kolding;Divorced;2014Q1;7378
Kolding;Divorced;2014Q2;7496
Kolding;Divorced;2014Q3;7601
Kolding;Divorced;2014Q4;7691
Kolding;Divorced;2015Q1;7753
Kolding;Divorced;2015Q2;7805
Kolding;Divorced;2015Q3;7867
Kolding;Divorced;2015Q4;7916
Kolding;Divorced;2016Q1;8005
Kolding;Divorced;2016Q2;8063
Kolding;Divorced;2016Q3;8169
Kolding;Divorced;2016Q4;8217
Kolding;Divorced;2017Q1;8275
Kolding;Divorced;2017Q2;8338
Kolding;Divorced;2017Q3;8338
Kolding;Divorced;2017Q4;8348
Kolding;Divorced;2018Q1;8393
Kolding;Divorced;2018Q2;8488
Kolding;Divorced;2018Q3;8514
Kolding;Divorced;2018Q4;8526
Kolding;Divorced;2019Q1;8595
Kolding;Divorced;2019Q2;8598
Kolding;Divorced;2019Q3;8606
Kolding;Divorced;2019Q4;8590
Kolding;Divorced;2020Q1;8601
Kolding;Divorced;2020Q2;8653
Kolding;Divorced;2020Q3;8695
Kolding;Divorced;2020Q4;8696
Kolding;Divorced;2021Q1;8736
Kolding;Divorced;2021Q2;8804
Kolding;Divorced;2021Q3;8830
Kolding;Divorced;2021Q4;8862
Kolding;Divorced;2022Q1;8924
Sønderborg;Never married;2008Q1;33346
Sønderborg;Never married;2008Q2;33403
Sønderborg;Never married;2008Q3;33354
Sønderborg;Never married;2008Q4;33084
Sønderborg;Never married;2009Q1;33165
Sønderborg;Never married;2009Q2;33140
Sønderborg;Never married;2009Q3;33074
Sønderborg;Never married;2009Q4;32959
Sønderborg;Never married;2010Q1;32907
Sønderborg;Never married;2010Q2;32982
Sønderborg;Never married;2010Q3;32962
Sønderborg;Never married;2010Q4;32738
Sønderborg;Never married;2011Q1;32803
Sønderborg;Never married;2011Q2;32974
Sønderborg;Never married;2011Q3;33016
Sønderborg;Never married;2011Q4;32888
Sønderborg;Never married;2012Q1;32875
Sønderborg;Never married;2012Q2;32891
Sønderborg;Never married;2012Q3;32949
Sønderborg;Never married;2012Q4;32648
Sønderborg;Never married;2013Q1;32627
Sønderborg;Never married;2013Q2;32684
Sønderborg;Never married;2013Q3;32698
Sønderborg;Never married;2013Q4;32451
Sønderborg;Never married;2014Q1;32419
Sønderborg;Never married;2014Q2;32471
Sønderborg;Never married;2014Q3;32499
Sønderborg;Never married;2014Q4;32251
Sønderborg;Never married;2015Q1;32335
Sønderborg;Never married;2015Q2;32333
Sønderborg;Never married;2015Q3;32343
Sønderborg;Never married;2015Q4;32043
Sønderborg;Never married;2016Q1;32239
Sønderborg;Never married;2016Q2;32324
Sønderborg;Never married;2016Q3;32449
Sønderborg;Never married;2016Q4;32324
Sønderborg;Never married;2017Q1;32430
Sønderborg;Never married;2017Q2;32525
Sønderborg;Never married;2017Q3;32495
Sønderborg;Never married;2017Q4;32336
Sønderborg;Never married;2018Q1;32333
Sønderborg;Never married;2018Q2;32392
Sønderborg;Never married;2018Q3;32484
Sønderborg;Never married;2018Q4;32254
Sønderborg;Never married;2019Q1;32272
Sønderborg;Never married;2019Q2;32258
Sønderborg;Never married;2019Q3;32223
Sønderborg;Never married;2019Q4;32055
Sønderborg;Never married;2020Q1;32107
Sønderborg;Never married;2020Q2;32126
Sønderborg;Never married;2020Q3;32180
Sønderborg;Never married;2020Q4;31983
Sønderborg;Never married;2021Q1;31963
Sønderborg;Never married;2021Q2;32010
Sønderborg;Never married;2021Q3;31956
Sønderborg;Never married;2021Q4;31899
Sønderborg;Never married;2022Q1;32006
Sønderborg;Married/separated;2008Q1;33307
Sønderborg;Married/separated;2008Q2;33166
Sønderborg;Married/separated;2008Q3;33190
Sønderborg;Married/separated;2008Q4;33341
Sønderborg;Married/separated;2009Q1;33190
Sønderborg;Married/separated;2009Q2;33066
Sønderborg;Married/separated;2009Q3;33044
Sønderborg;Married/separated;2009Q4;33142
Sønderborg;Married/separated;2010Q1;33016
Sønderborg;Married/separated;2010Q2;32857
Sønderborg;Married/separated;2010Q3;32809
Sønderborg;Married/separated;2010Q4;32833
Sønderborg;Married/separated;2011Q1;32786
Sønderborg;Married/separated;2011Q2;32614
Sønderborg;Married/separated;2011Q3;32581
Sønderborg;Married/separated;2011Q4;32597
Sønderborg;Married/separated;2012Q1;32475
Sønderborg;Married/separated;2012Q2;32316
Sønderborg;Married/separated;2012Q3;32301
Sønderborg;Married/separated;2012Q4;32343
Sønderborg;Married/separated;2013Q1;32266
Sønderborg;Married/separated;2013Q2;32086
Sønderborg;Married/separated;2013Q3;31986
Sønderborg;Married/separated;2013Q4;32019
Sønderborg;Married/separated;2014Q1;31779
Sønderborg;Married/separated;2014Q2;31591
Sønderborg;Married/separated;2014Q3;31562
Sønderborg;Married/separated;2014Q4;31471
Sønderborg;Married/separated;2015Q1;31401
Sønderborg;Married/separated;2015Q2;31321
Sønderborg;Married/separated;2015Q3;31317
Sønderborg;Married/separated;2015Q4;31305
Sønderborg;Married/separated;2016Q1;31195
Sønderborg;Married/separated;2016Q2;31034
Sønderborg;Married/separated;2016Q3;30935
Sønderborg;Married/separated;2016Q4;30992
Sønderborg;Married/separated;2017Q1;30899
Sønderborg;Married/separated;2017Q2;30718
Sønderborg;Married/separated;2017Q3;30765
Sønderborg;Married/separated;2017Q4;30847
Sønderborg;Married/separated;2018Q1;30757
Sønderborg;Married/separated;2018Q2;30656
Sønderborg;Married/separated;2018Q3;30675
Sønderborg;Married/separated;2018Q4;30740
Sønderborg;Married/separated;2019Q1;30680
Sønderborg;Married/separated;2019Q2;30559
Sønderborg;Married/separated;2019Q3;30517
Sønderborg;Married/separated;2019Q4;30560
Sønderborg;Married/separated;2020Q1;30473
Sønderborg;Married/separated;2020Q2;30330
Sønderborg;Married/separated;2020Q3;30186
Sønderborg;Married/separated;2020Q4;30150
Sønderborg;Married/separated;2021Q1;30072
Sønderborg;Married/separated;2021Q2;29946
Sønderborg;Married/separated;2021Q3;29907
Sønderborg;Married/separated;2021Q4;29934
Sønderborg;Married/separated;2022Q1;29846
Sønderborg;Widowed;2008Q1;4748
Sønderborg;Widowed;2008Q2;4743
Sønderborg;Widowed;2008Q3;4744
Sønderborg;Widowed;2008Q4;4743
Sønderborg;Widowed;2009Q1;4764
Sønderborg;Widowed;2009Q2;4771
Sønderborg;Widowed;2009Q3;4770
Sønderborg;Widowed;2009Q4;4754
Sønderborg;Widowed;2010Q1;4735
Sønderborg;Widowed;2010Q2;4756
Sønderborg;Widowed;2010Q3;4773
Sønderborg;Widowed;2010Q4;4720
Sønderborg;Widowed;2011Q1;4726
Sønderborg;Widowed;2011Q2;4744
Sønderborg;Widowed;2011Q3;4743
Sønderborg;Widowed;2011Q4;4740
Sønderborg;Widowed;2012Q1;4721
Sønderborg;Widowed;2012Q2;4719
Sønderborg;Widowed;2012Q3;4705
Sønderborg;Widowed;2012Q4;4702
Sønderborg;Widowed;2013Q1;4699
Sønderborg;Widowed;2013Q2;4695
Sønderborg;Widowed;2013Q3;4692
Sønderborg;Widowed;2013Q4;4687
Sønderborg;Widowed;2014Q1;4681
Sønderborg;Widowed;2014Q2;4664
Sønderborg;Widowed;2014Q3;4675
Sønderborg;Widowed;2014Q4;4694
Sønderborg;Widowed;2015Q1;4656
Sønderborg;Widowed;2015Q2;4646
Sønderborg;Widowed;2015Q3;4630
Sønderborg;Widowed;2015Q4;4609
Sønderborg;Widowed;2016Q1;4604
Sønderborg;Widowed;2016Q2;4618
Sønderborg;Widowed;2016Q3;4621
Sønderborg;Widowed;2016Q4;4629
Sønderborg;Widowed;2017Q1;4628
Sønderborg;Widowed;2017Q2;4629
Sønderborg;Widowed;2017Q3;4621
Sønderborg;Widowed;2017Q4;4620
Sønderborg;Widowed;2018Q1;4621
Sønderborg;Widowed;2018Q2;4622
Sønderborg;Widowed;2018Q3;4612
Sønderborg;Widowed;2018Q4;4614
Sønderborg;Widowed;2019Q1;4599
Sønderborg;Widowed;2019Q2;4587
Sønderborg;Widowed;2019Q3;4609
Sønderborg;Widowed;2019Q4;4620
Sønderborg;Widowed;2020Q1;4621
Sønderborg;Widowed;2020Q2;4631
Sønderborg;Widowed;2020Q3;4628
Sønderborg;Widowed;2020Q4;4631
Sønderborg;Widowed;2021Q1;4619
Sønderborg;Widowed;2021Q2;4613
Sønderborg;Widowed;2021Q3;4632
Sønderborg;Widowed;2021Q4;4631
Sønderborg;Widowed;2022Q1;4613
Sønderborg;Divorced;2008Q1;5512
Sønderborg;Divorced;2008Q2;5571
Sønderborg;Divorced;2008Q3;5631
Sønderborg;Divorced;2008Q4;5618
Sønderborg;Divorced;2009Q1;5674
Sønderborg;Divorced;2009Q2;5708
Sønderborg;Divorced;2009Q3;5759
Sønderborg;Divorced;2009Q4;5742
Sønderborg;Divorced;2010Q1;5781
Sønderborg;Divorced;2010Q2;5807
Sønderborg;Divorced;2010Q3;5833
Sønderborg;Divorced;2010Q4;5867
Sønderborg;Divorced;2011Q1;5878
Sønderborg;Divorced;2011Q2;5927
Sønderborg;Divorced;2011Q3;5958
Sønderborg;Divorced;2011Q4;5968
Sønderborg;Divorced;2012Q1;6023
Sønderborg;Divorced;2012Q2;6111
Sønderborg;Divorced;2012Q3;6100
Sønderborg;Divorced;2012Q4;6097
Sønderborg;Divorced;2013Q1;6140
Sønderborg;Divorced;2013Q2;6251
Sønderborg;Divorced;2013Q3;6277
Sønderborg;Divorced;2013Q4;6266
Sønderborg;Divorced;2014Q1;6385
Sønderborg;Divorced;2014Q2;6472
Sønderborg;Divorced;2014Q3;6485
Sønderborg;Divorced;2014Q4;6512
Sønderborg;Divorced;2015Q1;6545
Sønderborg;Divorced;2015Q2;6584
Sønderborg;Divorced;2015Q3;6588
Sønderborg;Divorced;2015Q4;6638
Sønderborg;Divorced;2016Q1;6699
Sønderborg;Divorced;2016Q2;6756
Sønderborg;Divorced;2016Q3;6799
Sønderborg;Divorced;2016Q4;6817
Sønderborg;Divorced;2017Q1;6844
Sønderborg;Divorced;2017Q2;6911
Sønderborg;Divorced;2017Q3;6904
Sønderborg;Divorced;2017Q4;6881
Sønderborg;Divorced;2018Q1;6939
Sønderborg;Divorced;2018Q2;6993
Sønderborg;Divorced;2018Q3;7002
Sønderborg;Divorced;2018Q4;6999
Sønderborg;Divorced;2019Q1;7010
Sønderborg;Divorced;2019Q2;7026
Sønderborg;Divorced;2019Q3;7004
Sønderborg;Divorced;2019Q4;6998
Sønderborg;Divorced;2020Q1;7019
Sønderborg;Divorced;2020Q2;7063
Sønderborg;Divorced;2020Q3;7089
Sønderborg;Divorced;2020Q4;7124
Sønderborg;Divorced;2021Q1;7177
Sønderborg;Divorced;2021Q2;7227
Sønderborg;Divorced;2021Q3;7222
Sønderborg;Divorced;2021Q4;7221
Sønderborg;Divorced;2022Q1;7246
Tønder;Never married;2008Q1;17406
Tønder;Never married;2008Q2;17462
Tønder;Never married;2008Q3;17454
Tønder;Never married;2008Q4;17301
Tønder;Never married;2009Q1;17272
Tønder;Never married;2009Q2;17232
Tønder;Never married;2009Q3;17173
Tønder;Never married;2009Q4;16977
Tønder;Never married;2010Q1;16971
Tønder;Never married;2010Q2;17045
Tønder;Never married;2010Q3;17047
Tønder;Never married;2010Q4;16839
Tønder;Never married;2011Q1;16870
Tønder;Never married;2011Q2;16891
Tønder;Never married;2011Q3;16877
Tønder;Never married;2011Q4;16600
Tønder;Never married;2012Q1;16606
Tønder;Never married;2012Q2;16630
Tønder;Never married;2012Q3;16655
Tønder;Never married;2012Q4;16412
Tønder;Never married;2013Q1;16421
Tønder;Never married;2013Q2;16407
Tønder;Never married;2013Q3;16413
Tønder;Never married;2013Q4;16135
Tønder;Never married;2014Q1;16170
Tønder;Never married;2014Q2;16159
Tønder;Never married;2014Q3;16144
Tønder;Never married;2014Q4;15954
Tønder;Never married;2015Q1;16048
Tønder;Never married;2015Q2;16043
Tønder;Never married;2015Q3;16090
Tønder;Never married;2015Q4;15952
Tønder;Never married;2016Q1;16004
Tønder;Never married;2016Q2;16128
Tønder;Never married;2016Q3;16153
Tønder;Never married;2016Q4;16005
Tønder;Never married;2017Q1;16098
Tønder;Never married;2017Q2;16131
Tønder;Never married;2017Q3;16161
Tønder;Never married;2017Q4;16007
Tønder;Never married;2018Q1;16079
Tønder;Never married;2018Q2;16080
Tønder;Never married;2018Q3;16092
Tønder;Never married;2018Q4;15952
Tønder;Never married;2019Q1;15955
Tønder;Never married;2019Q2;15964
Tønder;Never married;2019Q3;15997
Tønder;Never married;2019Q4;15835
Tønder;Never married;2020Q1;15874
Tønder;Never married;2020Q2;15832
Tønder;Never married;2020Q3;15764
Tønder;Never married;2020Q4;15722
Tønder;Never married;2021Q1;15732
Tønder;Never married;2021Q2;15744
Tønder;Never married;2021Q3;15772
Tønder;Never married;2021Q4;15673
Tønder;Never married;2022Q1;15677
Tønder;Married/separated;2008Q1;17429
Tønder;Married/separated;2008Q2;17335
Tønder;Married/separated;2008Q3;17330
Tønder;Married/separated;2008Q4;17425
Tønder;Married/separated;2009Q1;17386
Tønder;Married/separated;2009Q2;17305
Tønder;Married/separated;2009Q3;17248
Tønder;Married/separated;2009Q4;17234
